customer_id,age,gender,marital_status,education_level,employment_status,income,city,credit_score,account_age_months,card_type,credit_limit,annual_fee,interest_rate,num_products,has_loan,has_savings_account,monthly_spending,avg_transaction_amount,monthly_transactions,online_transactions,international_transactions,cash_withdrawals,utilization_ratio,payment_delay_count,late_payment_amount,app_logins_monthly,website_visits_monthly,customer_service_calls,complaints_count,support_satisfaction,reward_points,offers_received,offers_redeemed,financial_stress_score,engagement_score,customer_value_score,churn_risk_score,churn_probability,churned
CUST-0024776,30,Male,Widowed,High School,Employed,70950.29,Other,652,105,Silver,17400,50,16.84,2,0,1,7659.76,51.07,150,57,0,1,0.451,0,0,17,6,1,0,3.7,8198,4,1,39.62,74.61,77.05,7.9,0.079,0
CUST-0024777,49,Male,Divorced,High School,Employed,65400.56,Los Angeles,720,29,Silver,16600,50,15.95,2,1,0,5128.01,113.96,45,9,6,3,0.434,0,0,9,4,0,0,3.7,6996,5,3,23.25,71.89,46.47,5.04,0.0504,0
CUST-0024778,50,Male,Married,High School,Employed,56037.7,Dallas,506,10,Standard,3200,0,21.14,1,0,0,1282.1,49.31,26,10,1,0,0.382,0,0,7,6,10,6,1,1362,4,2,34.19,44.17,18.28,96.15,0.9615,1
CUST-0024779,38,Male,Divorced,Associate,Retired,52435.57,Other,604,6,Gold,20200,150,19.24,1,1,1,5577.74,118.68,47,29,5,3,0.322,1,32.72,17,6,4,4,1,6981,1,1,36.19,70.01,52.11,82.03,0.8203,0
CUST-0024780,48,Male,Married,High School,Employed,70776.52,Other,794,41,Platinum,34700,450,12.29,2,1,0,17587.93,117.25,150,79,0,0,0.585,0,0,12,7,1,1,3.7,14216,1,0,22.32,62.45,98.17,8.36,0.0836,0
CUST-0024781,46,Female,Married,Associate,Employed,66072.37,Other,589,21,Standard,6800,0,18.39,2,1,1,1729.94,82.38,21,8,4,0,0.305,0,0,10,7,0,0,4.5,2467,3,1,17.52,65.68,21.29,2.75,0.0275,0
CUST-0024782,43,Male,Married,Master,Employed,123310.6,Los Angeles,670,40,Standard,17100,0,18.47,1,0,0,4698.96,31.33,150,46,4,1,0.277,0,0,10,8,0,0,3.3,6280,4,2,22.38,69.32,33.01,5.7,0.057,0
CUST-0024783,44,Female,Single,Bachelor,Employed,53091.99,Other,728,123,Gold,22300,150,17.44,1,0,1,6881.95,45.88,150,65,49,0,0.342,1,38.17,15,12,0,0,4.4,7819,7,4,35.78,100,97.3,4.27,0.0427,0
CUST-0024784,44,Female,Married,Bachelor,Employed,73670.8,Other,700,30,Standard,10400,0,16.39,4,0,0,3279.62,102.49,32,19,0,2,0.427,2,68.91,10,8,3,0,3,2952,5,1,58.01,87.37,27.58,13.6,0.136,0
CUST-0024785,45,Other,Single,Doctorate,Employed,46818.73,Other,705,18,Standard,7900,0,16.97,3,1,1,708.9,30.82,23,13,0,3,0.107,0,0,12,4,0,0,2.9,594,0,0,10.72,58.89,26.14,5.06,0.0506,0
CUST-0024786,44,Male,Married,High School,Employed,55688.34,Other,593,27,Silver,14200,50,18.89,2,1,1,2544.52,48.93,52,13,14,0,0.229,3,262.15,15,7,1,0,2.6,3146,1,0,59.62,74.64,46.25,48.28,0.4828,0
CUST-0024787,29,Female,Divorced,Bachelor,Employed,49283.47,Other,724,3,Silver,11100,50,13.29,1,0,0,3160.83,81.05,39,20,4,0,0.324,0,0,12,4,0,0,4.8,4374,3,0,14.97,38.06,35.18,6.98,0.0698,0
CUST-0024788,42,Female,Single,Bachelor,Employed,36201.62,Los Angeles,665,10,Gold,14100,150,18.3,1,1,1,3741.15,59.38,63,36,7,0,0.264,2,33.43,13,2,0,0,3.4,4944,5,2,49.42,64.89,63.58,51.45,0.5145,0
CUST-0024789,47,Male,Married,Bachelor,Employed,76514.83,Chicago,767,28,Standard,9000,0,14.15,3,0,1,2321.3,96.72,24,8,1,1,0.255,0,0,23,7,3,2,3.4,2899,2,0,15.53,92.04,39.03,1.4,0.014,0
CUST-0024790,45,Female,Single,Bachelor,Employed,343010.62,Houston,744,4,Standard,37700,0,12.85,1,1,1,11707.35,80.19,146,29,4,0,0.357,1,46.95,11,2,3,2,3,16668,1,0,33.3,35.1,41.11,58.95,0.5895,1
CUST-0024791,56,Female,Divorced,High School,Employed,37773.87,Chicago,733,23,Standard,4100,0,14.73,2,0,1,1104.63,29.85,37,8,0,0,0.32,0,0,7,3,0,0,2.7,1345,2,0,14.45,36.03,27.31,16.35,0.1635,0
CUST-0024792,52,Male,Married,Master,Self-Employed,115682.83,Other,644,8,Silver,29700,50,18.88,2,0,1,5199.8,73.24,71,32,8,1,0.229,3,228.57,10,3,0,0,3,7450,3,0,64.78,42.02,41.22,86.6,0.866,1
CUST-0024793,32,Female,Widowed,Bachelor,Employed,89632.87,Los Angeles,577,25,Silver,24400,50,16.68,2,0,0,15351.08,102.34,150,84,2,0,0.576,0,0,14,7,0,0,3.6,16132,2,0,35.71,63.72,64.45,15.63,0.1563,0
CUST-0024794,41,Female,Single,High School,Employed,40134.64,New York,611,51,Standard,4700,0,17.43,1,0,1,1666.17,35.45,47,18,0,0,0.367,1,204.18,15,9,4,1,3.4,2444,3,0,36.85,61.79,29.25,36.19,0.3619,1
CUST-0024795,39,Female,Widowed,Master,Employed,127381.42,Houston,720,10,Standard,19700,0,16.19,1,1,0,3223.27,51.16,63,45,0,1,0.232,1,82.86,13,9,1,0,3.4,2875,2,1,30.49,59.84,27.16,23.67,0.2367,0
CUST-0024796,43,Male,Single,Bachelor,Employed,89897.66,Other,769,34,Gold,32000,150,14.09,3,0,1,4247.13,84.94,50,36,0,2,0.176,0,0,8,10,14,8,1,4854,8,3,2.68,87.45,61.81,46.43,0.4643,0
CUST-0024797,43,Male,Married,Bachelor,Employed,58877.9,Los Angeles,705,59,Silver,9600,50,14.73,1,0,0,4211.02,71.37,59,28,0,1,0.456,0,0,13,2,1,1,2.7,5906,0,0,30.09,44.16,57.21,28.89,0.2889,0
CUST-0024798,51,Male,Married,High School,Employed,116953.36,Other,651,215,Platinum,54600,450,21.21,1,0,0,28646.28,190.98,150,58,4,1,0.499,0,0,12,9,1,1,3.5,36381,4,0,21.94,54.47,100,12.73,0.1273,0
CUST-0024799,46,Female,Married,Bachelor,Employed,24296.61,New York,580,34,Silver,6200,50,18.45,1,0,0,3318.58,43.1,77,19,9,1,0.491,0,0,11,1,3,3,1.6,4698,4,2,31.61,56.56,46.18,57.07,0.5707,0
CUST-0024800,59,Female,Married,High School,Employed,46743.57,Other,622,48,Standard,3600,0,18.71,3,0,1,857.79,77.98,11,3,0,1,0.271,0,0,12,5,1,0,3.3,1035,3,1,14.36,72.33,35.14,1.84,0.0184,0
CUST-0024801,47,Female,Single,Bachelor,Student,67359.13,San Diego,826,10,Silver,14900,50,15.48,2,1,1,3782.51,65.22,58,26,1,2,0.32,0,0,14,4,3,2,3.3,4644,0,0,13.48,65.85,47.56,10.42,0.1042,0
CUST-0024802,33,Female,Married,Doctorate,Employed,222189.32,Other,735,18,Gold,75000,150,18.09,3,0,0,27962.6,186.42,150,103,6,0,0.531,2,73.26,17,9,0,0,3,24026,6,0,51.29,94.51,99.95,6.86,0.0686,0
CUST-0024803,37,Male,Single,High School,Employed,52341.53,San Diego,674,3,Gold,17600,150,17.93,3,1,1,7608.47,50.72,150,101,44,1,0.51,0,0,9,10,2,1,3.7,10854,2,1,37.2,76.63,63.56,6.24,0.0624,0
CUST-0024804,51,Male,Single,Bachelor,Employed,69085.24,Other,531,19,Standard,10200,0,22.43,1,0,0,2307.85,59.18,39,18,1,3,0.246,0,0,10,9,0,0,4.2,3376,3,1,20.25,58.56,27.9,10.4,0.104,0
CUST-0024805,23,Female,Divorced,Bachelor,Employed,81442.9,New York,652,34,Silver,18300,50,16.57,3,0,1,6000.91,111.13,54,18,0,1,0.338,0,0,8,8,1,1,3.9,6499,3,1,15.32,64.56,51.16,3.35,0.0335,0
CUST-0024806,26,Female,Single,Doctorate,Employed,78086.26,New York,759,1,Silver,21900,50,15.87,1,1,1,4969.8,105.74,47,25,0,2,0.312,0,0,10,3,0,0,5,6842,2,1,10.28,52.16,44.63,14.03,0.1403,0
CUST-0024807,44,Female,Married,High School,Employed,30747.83,New York,636,22,Silver,10800,50,20.31,4,0,1,3520.92,73.35,48,14,0,2,0.452,1,16.49,14,4,0,0,2.6,3343,3,0,48.83,80.78,50.61,3.46,0.0346,0
CUST-0024808,56,Male,Married,High School,Employed,62072.21,Houston,655,3,Platinum,28200,450,20.07,3,0,1,12228,121.07,101,45,0,2,0.42,0,0,14,8,0,0,4.8,13932,2,1,22.06,79.61,83.86,0.62,0.0062,0
CUST-0024809,60,Female,Single,Bachelor,Employed,82721.16,Other,802,88,Gold,30700,150,15.3,3,1,1,12839.81,91.71,140,53,26,1,0.58,4,283.27,10,7,0,0,2.7,19055,1,0,89.55,67.41,95.02,88.97,0.8897,0
CUST-0024810,41,Male,Widowed,Bachelor,Retired,83560.3,Los Angeles,642,115,Standard,12000,0,18.18,1,1,1,2447.75,111.26,22,13,2,1,0.204,1,40.94,11,5,0,0,3.3,2013,2,2,37.4,52.84,51.58,28.91,0.2891,0
CUST-0024811,57,Female,Married,Bachelor,Employed,43926.43,Other,698,165,Standard,6300,0,15.99,2,1,1,3354.57,108.21,31,20,0,2,0.651,0,0,17,8,6,2,2.2,2721,0,0,31.81,74.54,62.63,23.53,0.2353,1
CUST-0024812,44,Female,Single,Bachelor,Employed,178916.19,Los Angeles,698,28,Gold,64000,150,15.54,1,0,1,29328.5,195.52,150,87,3,1,0.429,0,0,8,8,0,0,4.3,29907,2,0,23.85,32.21,100,11.88,0.1188,0
CUST-0024813,24,Female,Single,Master,Employed,79863.59,Houston,513,20,Platinum,33600,450,20.69,2,1,1,8663.67,114,76,51,4,1,0.363,0,0,16,10,0,0,3.9,12927,3,2,20.13,72.31,86.12,3.46,0.0346,0
CUST-0024814,43,Female,Married,Master,Employed,50735.6,Other,623,32,Silver,10700,50,19.35,2,0,1,2065.57,51.64,40,20,0,3,0.249,0,0,14,7,0,0,3.7,2644,0,0,14.89,66.85,45.56,2.78,0.0278,0
CUST-0024815,35,Female,Single,High School,Employed,57489,Los Angeles,573,39,Gold,22600,150,22.72,1,0,1,7697.15,78.54,98,26,0,2,0.367,0,0,12,3,1,0,5,6255,3,2,23.97,60.41,68.72,2.34,0.0234,0
CUST-0024816,55,Female,Single,Bachelor,Employed,70368.51,Dallas,684,7,Silver,17400,50,15.58,1,1,0,2129.09,28.39,75,15,12,1,0.145,0,0,9,5,2,1,3,2223,1,0,7.45,42.62,36.54,5.45,0.0545,0
CUST-0024817,43,Female,Single,Bachelor,Employed,140966.71,Los Angeles,532,31,Silver,32400,50,20.41,2,0,0,17691.94,117.95,150,84,3,0,0.534,0,0,10,5,0,0,3.6,24165,4,0,32.49,40.71,71.61,15.56,0.1556,1
CUST-0024818,27,Male,Married,High School,Employed,27445.22,New York,598,4,Standard,4200,0,18.66,3,0,1,1202.07,63.27,19,8,0,1,0.333,0,0,12,7,1,0,4.1,1376,3,2,31.04,97.55,20.85,1.67,0.0167,0
CUST-0024819,24,Other,Married,Associate,Student,33241.1,Other,850,4,Gold,13200,150,12.15,2,1,1,1987.52,86.41,23,6,0,0,0.182,0,0,12,7,3,2,2.8,2696,2,0,0.63,57.83,40.96,5.27,0.0527,0
CUST-0024820,43,Female,Widowed,Master,Employed,132495.35,Chicago,689,45,Silver,33400,50,18.84,2,0,0,20383.3,135.89,150,48,0,1,0.709,0,0,15,3,1,1,2.3,23220,1,0,31.99,58.87,80.49,24.28,0.2428,0
CUST-0024821,18,Female,Married,Bachelor,Retired,55494.56,Other,680,1,Platinum,27500,450,17.21,1,1,0,11199.74,74.66,150,41,46,0,0.457,0,0,11,7,0,0,3.8,16564,1,0,28.79,45.03,85.33,21.66,0.2166,0
CUST-0024822,37,Male,Divorced,Bachelor,Student,83503.58,Other,616,7,Gold,29200,150,18.12,2,0,0,9505.78,67.42,141,51,14,1,0.322,0,0,5,6,1,1,4.1,10232,6,1,17.08,48.67,54.29,13.06,0.1306,0
CUST-0024823,47,Male,Married,Master,Unemployed,92963.21,Other,708,10,Standard,7600,0,16.65,2,0,1,1780.36,118.69,15,3,0,2,0.222,0,0,12,6,3,2,2.4,2194,5,1,17.01,67.22,20.44,13.46,0.1346,0
CUST-0024824,30,Male,Single,Associate,Student,24689.43,Phoenix,702,4,Gold,13000,150,18.18,1,1,1,9874.93,88.17,112,30,0,1,0.823,0,0,11,2,0,0,4.6,11165,5,1,39.06,44.65,68.64,13.62,0.1362,0
CUST-0024825,56,Female,Single,Bachelor,Unemployed,38201.79,San Antonio,745,80,Standard,4600,0,14.42,1,1,1,2398.49,35.27,68,34,7,0,0.481,0,0,10,6,1,0,3.4,3158,5,2,25.9,55.81,34.77,15.52,0.1552,0
CUST-0024826,59,Female,Married,Bachelor,Employed,156909.43,Philadelphia,735,49,Platinum,75000,450,15.45,1,1,0,26741.43,178.28,150,98,20,2,0.351,0,0,9,9,0,0,3.7,39032,4,1,13.76,60.78,100,3.7,0.037,0
CUST-0024827,30,Male,Single,High School,Employed,39662.83,Los Angeles,734,163,Standard,5600,0,16.3,3,0,1,3470.95,73.85,47,11,2,0,0.632,0,0,11,7,0,0,3.8,2897,2,0,25.92,71.37,59.3,1.58,0.0158,0
CUST-0024828,40,Male,Married,Bachelor,Student,47906,Phoenix,617,13,Standard,6900,0,17.6,2,1,0,890.09,31.79,28,16,0,1,0.179,2,26.68,13,5,2,1,3,1217,1,0,54.05,64.02,19.97,69.87,0.6987,1
CUST-0024829,56,Male,Single,Associate,Student,85764.34,Chicago,708,18,Standard,9900,0,18.5,1,0,0,2116.37,64.13,33,21,0,1,0.301,1,26.78,11,7,0,0,3.2,2621,4,3,38.15,65.14,37.19,20.81,0.2081,0
CUST-0024830,43,Male,Married,Bachelor,Self-Employed,86653.82,Other,650,42,Silver,22900,50,16.57,1,1,0,8908.93,59.39,150,60,2,1,0.484,0,0,9,8,1,1,3.5,9123,2,1,24.44,51.28,56.46,10.72,0.1072,0
CUST-0024831,25,Female,Single,Associate,Student,19707.26,Other,796,32,Platinum,7300,450,13.12,2,0,1,933.1,38.88,24,7,17,1,0.131,1,15,13,8,0,0,4.7,823,3,2,14.43,83.03,66.76,0.94,0.0094,0
CUST-0024832,42,Male,Single,Bachelor,Self-Employed,86842.37,New York,606,13,Standard,13400,0,17.91,1,0,1,3883.82,94.73,41,17,1,3,0.299,0,0,8,5,3,1,3.5,4112,2,0,11.02,39.71,25.22,16.46,0.1646,0
CUST-0024833,32,Male,Single,High School,Employed,24175.2,Philadelphia,737,12,Silver,2700,50,15.15,3,0,0,526.15,75.16,7,4,0,1,0.271,0,0,11,5,2,1,2.1,622,3,1,10.53,73.74,24.96,4.52,0.0452,0
CUST-0024834,58,Male,Married,Master,Employed,225822.78,Chicago,787,93,Silver,55800,50,10.57,1,0,1,11191.59,74.61,150,67,42,1,0.183,0,0,8,4,1,0,4.2,16707,6,3,16.26,57.45,67.2,8.16,0.0816,0
CUST-0024835,51,Female,Married,High School,Employed,75760.11,San Diego,728,47,Standard,6000,0,17.24,2,1,0,3196.58,114.16,28,19,0,2,0.543,0,0,8,5,0,0,4,4134,6,3,25.67,71,34.29,3.04,0.0304,0
CUST-0024836,39,Male,Married,Associate,Employed,39247.9,Other,796,45,Silver,8300,50,12.78,1,0,1,2848.69,101.74,28,6,1,0,0.358,0,0,15,9,0,0,4.7,3801,6,2,15.95,74.37,39.45,0.93,0.0093,0
CUST-0024837,45,Female,Married,High School,Employed,36804.36,Los Angeles,611,40,Standard,4900,0,14.96,3,0,1,2078.83,103.94,20,11,2,1,0.452,0,0,16,11,4,0,3.4,1878,0,0,38.49,80.48,26.27,2.13,0.0213,0
CUST-0024838,26,Female,Married,Bachelor,Employed,150890.36,Houston,850,38,Platinum,72500,450,9.09,2,0,1,23745.39,158.3,150,39,16,2,0.37,1,133.96,12,8,0,0,3.7,24034,3,0,31.16,54.94,100,13.72,0.1372,0
CUST-0024839,34,Female,Married,High School,Self-Employed,33758.24,Other,734,140,Standard,5400,0,12.67,3,0,1,1790.8,68.88,26,16,1,2,0.329,0,0,9,7,1,0,4.6,1859,1,0,16.4,49.79,58.24,6.69,0.0669,0
CUST-0024840,64,Female,Married,Bachelor,Employed,59707.03,Houston,611,66,Platinum,23700,450,19.5,2,1,0,7014.29,94.79,74,34,17,1,0.286,0,0,8,4,7,1,2.5,9735,1,0,16.5,45.83,83.11,17.31,0.1731,0
CUST-0024841,44,Female,Single,Master,Self-Employed,350000,Los Angeles,590,90,Silver,75000,50,23.66,2,0,1,29573.46,197.16,150,107,4,1,0.417,1,15,15,4,0,0,2.8,24581,5,1,46.01,75.24,100,16.19,0.1619,1
CUST-0024842,56,Female,Single,High School,Employed,60384.15,Other,704,92,Standard,6300,0,16.19,1,0,0,4519.95,94.17,48,36,5,3,0.672,0,0,11,6,4,1,2.6,4420,2,0,41.72,48.14,47.13,26.18,0.2618,0
CUST-0024843,47,Male,Married,Bachelor,Employed,124739.96,Other,641,1,Standard,12200,0,16.02,2,1,0,2443.58,81.45,30,9,10,0,0.273,1,119.01,8,9,0,0,3.7,2732,3,0,37.94,45.89,17.86,9.84,0.0984,0
CUST-0024844,61,Male,Single,High School,Self-Employed,47109.76,Houston,607,29,Silver,11100,50,18.29,1,0,1,5047.98,63.1,80,33,8,2,0.437,1,47.68,11,11,1,0,4.3,6497,2,2,46.74,72.73,41.47,5.4,0.054,0
CUST-0024845,18,Female,Single,Bachelor,Employed,48715.28,New York,777,3,Standard,5800,0,15.7,3,1,0,1352.46,71.18,19,11,0,1,0.326,0,0,11,8,1,0,4.2,1138,1,0,20.18,77.97,18.07,1.03,0.0103,0
CUST-0024846,41,Female,Single,Bachelor,Unemployed,34210.76,Chicago,806,40,Standard,4500,0,12.83,3,1,0,186.92,93.46,2,1,0,2,0.053,0,0,14,7,3,0,3,214,3,3,3.98,100,24.24,1.74,0.0174,0
CUST-0024847,65,Female,Married,High School,Self-Employed,42084.51,Los Angeles,590,1,Standard,3100,0,19.5,3,1,1,1208.66,31.81,38,22,5,2,0.481,1,15,10,6,1,0,3.8,1739,1,1,44.01,80.08,13.69,7.8,0.078,0
CUST-0024848,56,Female,Married,Master,Employed,98429.69,Chicago,683,26,Standard,11600,0,15.62,3,1,1,3516.4,28.82,122,38,1,3,0.29,1,23.55,14,6,1,0,4.3,3783,4,2,28.16,93.27,29.22,4.02,0.0402,0
CUST-0024849,61,Male,Widowed,High School,Employed,88541.87,Philadelphia,835,2,Platinum,44500,450,13.7,1,1,0,6048.94,78.56,77,15,1,0,0.131,0,0,6,2,0,0,3.5,8015,2,1,4.44,36.88,77.55,23.68,0.2368,1
CUST-0024850,43,Male,Divorced,High School,Student,73205.3,Other,701,73,Standard,8700,0,17.01,1,0,1,3465.43,39.38,88,57,26,0,0.386,0,0,12,4,8,2,3,5031,2,0,18.15,42.2,37.32,28.01,0.2801,0
CUST-0024851,37,Male,Single,Master,Employed,86034,Other,678,35,Silver,22900,50,16.62,2,0,1,4717.17,42.88,110,44,20,0,0.244,0,0,12,7,1,1,2.7,4971,1,0,12.73,56.82,47.18,15.1,0.151,0
CUST-0024852,30,Female,Married,Bachelor,Employed,75334.65,Chicago,782,14,Silver,14800,50,15.49,2,1,0,794.32,66.19,12,5,2,0,0.058,0,0,6,2,0,0,3.6,866,3,0,10.83,38.28,36.83,5.36,0.0536,0
CUST-0024853,29,Male,Married,High School,Employed,31973.34,New York,850,126,Standard,3200,0,13.89,1,0,1,275.47,91.82,3,1,0,0,0.087,0,0,16,5,4,2,2.9,308,2,1,0,66.26,47.49,26.34,0.2634,1
CUST-0024854,54,Male,Married,Doctorate,Employed,274060.33,Other,604,42,Standard,33100,0,17.91,2,0,1,15674.94,104.5,150,36,5,1,0.528,1,15,12,3,2,2,2.8,13497,1,0,52.52,60,51.8,54.22,0.5422,0
CUST-0024855,50,Male,Divorced,Doctorate,Retired,109691.47,San Diego,699,97,Standard,13500,0,15.98,2,0,0,7462.84,49.75,150,63,30,1,0.631,0,0,14,8,4,1,3.9,8803,5,2,30.61,81.4,47.61,10.13,0.1013,0
CUST-0024856,43,Male,Married,Bachelor,Employed,38559.06,Other,740,25,Silver,8100,50,13.9,3,1,0,1561.05,97.57,16,9,0,1,0.241,1,15,8,5,0,0,4.5,1909,3,1,32.46,63.62,44.93,9.61,0.0961,0
CUST-0024857,50,Female,Single,Bachelor,Employed,67525.06,New York,753,33,Standard,5900,0,12.94,1,1,1,2478.23,70.81,35,19,0,0,0.414,0,0,10,7,8,3,1.4,2816,6,4,16.62,72.64,33.73,39.33,0.3933,0
CUST-0024858,45,Female,Married,Master,Unemployed,81710.67,New York,740,5,Gold,33200,150,16.52,2,0,1,12134.5,117.81,103,62,6,1,0.381,0,0,15,11,3,2,2.6,12050,6,4,13.25,100,69.55,3.65,0.0365,0
CUST-0024859,56,Male,Single,High School,Employed,229922.81,Other,614,104,Standard,25900,0,18.19,2,0,1,5125.53,34.17,150,31,4,2,0.238,0,0,17,4,3,0,4.1,4310,4,1,19.04,76.48,62.22,2.09,0.0209,0
CUST-0024860,56,Female,Married,Associate,Employed,38048.59,Other,850,187,Standard,2700,0,13.44,1,0,0,459.38,114.84,4,1,0,0,0.182,0,0,10,6,0,0,3.8,631,4,1,5.2,50,60.45,2.05,0.0205,0
CUST-0024861,30,Male,Married,Associate,Employed,72280.31,Other,707,18,Platinum,35100,450,16.35,1,1,1,17087.09,113.91,150,80,2,1,0.57,2,31.19,9,8,1,1,2.1,21664,0,0,58.64,45.69,100,87.67,0.8767,1
CUST-0024862,47,Female,Single,High School,Unemployed,33046.93,New York,701,19,Silver,7500,50,17.07,1,0,1,1590.95,83.73,19,11,0,0,0.271,0,0,16,10,0,0,3.7,1610,3,2,27.95,81.69,40.46,5.18,0.0518,0
CUST-0024863,22,Female,Married,High School,Self-Employed,30691.11,Chicago,740,25,Silver,5700,50,14.92,2,0,0,3010.11,86,35,27,7,1,0.556,2,15,9,4,2,1,2.8,4054,4,1,54.09,59.16,44.61,69.93,0.6993,1
CUST-0024864,45,Other,Married,High School,Employed,65985.35,Other,683,1,Silver,12900,50,17.01,2,0,1,5607.11,69.22,81,61,10,1,0.52,1,25.78,10,4,0,0,3.6,7037,1,1,46.43,60.72,37.85,28.32,0.2832,1
CUST-0024865,51,Male,Single,Associate,Self-Employed,137576.26,San Diego,823,11,Gold,48700,150,12.82,2,1,0,23726.82,158.18,150,111,1,2,0.673,0,0,11,10,1,1,3.1,30013,5,1,26.59,73.58,94.18,9.27,0.0927,0
CUST-0024866,26,Female,Single,Bachelor,Student,40122.5,Chicago,710,3,Standard,4600,0,15.62,2,1,1,2699.49,32.92,82,38,2,1,0.552,1,32.72,14,8,5,3,1,3316,3,1,47.7,75.76,16.27,55.99,0.5599,0
CUST-0024867,38,Female,Single,Doctorate,Retired,124246.5,Houston,575,14,Gold,45000,150,20,1,1,1,24033.57,160.22,150,90,34,2,0.607,0,0,6,6,0,0,3.2,35147,4,1,33.74,36.77,97.93,16.4,0.164,0
CUST-0024868,44,Male,Married,Master,Employed,167813.15,Philadelphia,699,31,Standard,17600,0,16.81,2,1,0,4829.2,77.89,62,29,6,0,0.31,0,0,14,6,1,1,3.6,6031,4,1,22.92,73.69,33.18,5.5,0.055,0
CUST-0024869,47,Male,Single,Bachelor,Employed,176871.26,Other,633,12,Standard,21000,0,17.97,2,1,0,6263.57,111.85,56,18,20,2,0.35,2,65.45,12,4,0,0,2.8,8104,3,2,58.21,75.85,29.24,29.18,0.2918,0
CUST-0024870,40,Female,Single,Bachelor,Self-Employed,146903.72,Other,736,261,Silver,36500,50,15.94,3,0,1,6780.18,76.18,89,22,33,0,0.183,2,113.88,14,7,0,0,2.7,9449,6,0,42.5,72.28,100,25.78,0.2578,1
CUST-0024871,28,Female,Married,High School,Self-Employed,71200.62,Houston,692,16,Silver,14800,50,15.83,1,0,1,5059.89,50.6,100,75,1,2,0.319,0,0,10,3,6,0,4,5421,5,2,20.13,50.02,42.85,9.5,0.095,0
CUST-0024872,43,Female,Single,High School,Employed,24144.16,Houston,636,6,Standard,5700,0,20.6,2,0,1,1635.22,109.01,15,6,3,1,0.394,1,19.81,13,9,2,0,4.2,1602,4,0,33.3,64.91,17.28,8.39,0.0839,0
CUST-0024873,22,Female,Divorced,High School,Employed,27577.12,Other,745,81,Standard,1000,0,14.31,3,0,1,545.3,109.06,5,2,0,0,0.567,0,0,10,5,0,0,4.4,496,7,4,32.09,96.65,35.78,2.08,0.0208,0
CUST-0024874,40,Male,Single,Master,Employed,34683.94,Other,713,103,Gold,14000,150,14.09,2,0,0,5580.98,113.9,49,9,1,0,0.402,0,0,18,8,0,0,2.7,4963,5,2,22.83,84.83,80.4,5.23,0.0523,0
CUST-0024875,38,Male,Married,Bachelor,Employed,157641.42,Other,626,36,Silver,39500,50,16.44,3,0,1,15182.41,101.22,150,70,73,1,0.424,0,0,9,8,2,1,4.2,14604,3,1,28.23,72.23,82.32,3.04,0.0304,0
CUST-0024876,42,Female,Married,Bachelor,Employed,201099.8,San Diego,539,2,Standard,22300,0,20.28,2,1,1,16270.41,108.47,150,43,0,1,0.907,1,45.48,16,10,0,0,3.8,14504,1,1,62.64,90.98,50.13,13.32,0.1332,0
CUST-0024877,36,Male,Married,Master,Employed,138271.71,Chicago,785,27,Standard,18400,0,13.58,1,0,1,2481.58,77.55,32,14,2,3,0.154,1,134.21,17,4,2,0,2.7,2339,5,2,29.21,76.31,26.75,16.05,0.1605,0
CUST-0024878,24,Female,Married,High School,Unemployed,27482.71,Other,527,68,Standard,1200,0,19.12,1,0,0,650.03,92.86,7,4,0,2,0.515,0,0,11,5,0,0,3.5,548,1,0,33.4,49.03,41.93,33.39,0.3339,0
CUST-0024879,39,Male,Single,Bachelor,Employed,55669.84,New York,697,26,Silver,14200,50,17.73,1,0,0,5496.07,107.77,51,31,16,4,0.402,0,0,10,8,0,0,5,5314,3,2,24.79,60.87,47.46,3.51,0.0351,0
CUST-0024880,56,Male,Single,High School,Retired,138870.52,Other,775,53,Standard,16700,0,13.76,2,0,0,5751.01,73.73,78,16,9,1,0.417,0,0,11,3,1,0,3.6,5642,2,1,16.15,61.66,30.63,5.89,0.0589,1
CUST-0024881,60,Female,Married,Bachelor,Retired,253798.49,New York,757,32,Silver,59400,50,15.01,2,0,1,36999.83,246.67,150,69,0,3,0.572,1,46.98,9,10,0,0,4.6,41027,4,1,43.48,55.5,100,13,0.13,0
CUST-0024882,75,Male,Single,Associate,Employed,52029.15,Los Angeles,761,174,Standard,3900,0,14.4,1,0,1,1211.1,93.16,13,4,1,1,0.305,1,203.86,13,4,0,0,3.6,1494,2,0,36.4,46.97,53.15,28.01,0.2801,0
CUST-0024883,65,Male,Single,Bachelor,Employed,65601.75,Los Angeles,744,2,Gold,23900,150,12.18,2,0,1,3911.62,97.79,40,9,11,0,0.209,0,0,13,9,4,3,1.5,5366,1,1,16.53,77.65,55.66,13.41,0.1341,0
CUST-0024884,28,Male,Married,Bachelor,Retired,87349.89,Other,676,53,Silver,18800,50,15.16,1,1,0,8840.96,85.83,103,56,0,0,0.663,0,0,10,2,1,0,4.6,11876,2,1,35.87,35.57,62.46,15.68,0.1568,1
CUST-0024885,38,Female,Single,High School,Self-Employed,76545.04,Chicago,697,24,Gold,25100,150,16.49,1,0,0,8301.91,89.27,93,46,0,1,0.431,2,22.09,9,6,1,0,3.4,10800,5,0,52.76,38.91,69.32,84.75,0.8475,1
CUST-0024886,43,Male,Married,Bachelor,Employed,88305.89,Other,751,124,Standard,12100,0,15.22,1,0,1,2537.4,101.5,25,10,7,0,0.196,0,0,10,8,2,2,3.1,2956,2,0,9.63,33.43,48.61,29.79,0.2979,0
